max_time_bin,begin_sig_period,end_sig_period
0.225,0.185,0.245
0.275,0.14500000000000002,0.29500000000000004
0.405,0.375,0.41500000000000004
0.275,0.255,0.30500000000000005
0.395,0.355,0.395
0.41500000000000004,0.255,0.41500000000000004
0.385,0.355,0.41500000000000004
0.30500000000000005,0.265,0.345
0.255,0.255,0.29500000000000004
0.385,0.365,0.405
0.125,0.10500000000000001,0.155
0.125,0.095,0.165
0.175,0.135,0.215
0.195,0.08499999999999999,0.225
0.14500000000000002,0.125,0.215
0.14500000000000002,0.07500000000000001,0.29500000000000004
0.265,0.255,0.29500000000000004
0.41500000000000004,0.375,0.41500000000000004
0.255,0.20500000000000002,0.30500000000000005
0.20500000000000002,0.095,0.29500000000000004
0.165,0.14500000000000002,0.185
0.355,0.275,0.375
0.395,0.365,0.41500000000000004
0.29500000000000004,0.255,0.30500000000000005
0.30500000000000005,0.275,0.315
0.32499999999999996,0.28500000000000003,0.365
0.14500000000000002,0.125,0.175
0.215,0.195,0.235
0.125,0.115,0.155
0.195,0.155,0.235
0.385,0.315,0.405
0.08499999999999999,0.065,0.10500000000000001
0.225,0.135,0.33499999999999996
0.14500000000000002,0.115,0.155
0.095,0.065,0.125
0.095,0.065,0.155
0.29500000000000004,0.265,0.315
0.255,0.215,0.275
0.175,0.125,0.20500000000000002
0.155,0.08499999999999999,0.215
0.175,0.155,0.20500000000000002
0.135,0.115,0.165
0.125,0.10500000000000001,0.165
0.08499999999999999,0.07500000000000001,0.125
0.07500000000000001,0.034999999999999996,0.095
0.14500000000000002,0.115,0.165
0.08499999999999999,0.065,0.10500000000000001
0.185,0.115,0.255
0.28500000000000003,0.245,0.30500000000000005
0.33499999999999996,0.30500000000000005,0.345
0.08499999999999999,0.065,0.10500000000000001
0.255,0.215,0.345
0.14500000000000002,0.135,0.175
0.255,0.225,0.30500000000000005
0.32499999999999996,0.28500000000000003,0.41500000000000004
0.385,0.315,0.395
0.28500000000000003,0.245,0.32499999999999996
0.28500000000000003,0.155,0.32499999999999996
0.065,0.034999999999999996,0.10500000000000001
0.20500000000000002,0.115,0.30500000000000005
0.155,0.125,0.195
0.275,0.245,0.29500000000000004
0.195,0.155,0.20500000000000002
0.175,0.14500000000000002,0.20500000000000002
0.28500000000000003,0.10500000000000001,0.395
0.155,0.115,0.365
0.29500000000000004,0.185,0.41500000000000004
0.175,0.10500000000000001,0.41500000000000004
0.135,0.095,0.215
0.33499999999999996,0.29500000000000004,0.385
0.345,0.255,0.345
0.30500000000000005,0.235,0.315
0.29500000000000004,0.275,0.345
0.245,0.155,0.33499999999999996
0.08499999999999999,0.07500000000000001,0.115
0.28500000000000003,0.275,0.315
0.195,0.165,0.215
0.225,0.185,0.245
0.175,0.08499999999999999,0.30500000000000005
0.235,0.135,0.265
0.265,0.235,0.275
0.165,0.08499999999999999,0.32499999999999996
0.245,0.245,0.28500000000000003
0.14500000000000002,0.10500000000000001,0.175
0.32499999999999996,0.235,0.345
0.245,0.115,0.355
0.255,0.08499999999999999,0.375
